term,lesson_id,source_quote,timecode,definition_or_context,review_flag
呼吸,L0178,我們同樣跟我們一起在呼吸時,00:00:43.820,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0180,安全的帮我们按摩,00:02:47.660,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0183,都能夠按摩放鬆過後,00:03:49.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0184,腹部呼吸保持收緊,00:00:56.310,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0185,也能夠得到一個好溫和的這種按摩和刺激,00:00:03.290,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0185,帶動整個盆底肌群,00:11:04.140,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0187,那通過我們的呼吸練習,00:00:31.600,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0188,那我們先來學會如何正確的呼吸,00:00:02.300,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0189,直到把气完全呼吸,00:04:43.480,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0190,通过我们脊压可以很好的按摩,00:01:21.440,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0191,我們呼吸回來的時候,00:06:18.340,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0196,經常會不會用來做針灸壓、按摩壓,00:01:41.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0197,我們同樣配合我們呼吸,00:00:39.200,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0199,帮我们按摩和刺激我们的会音血,00:02:38.160,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0202,大家可以配合我們的按摩手法,00:03:21.520,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0203,"給它按摩一下,收解一下",00:01:44.500,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0204,我們的核心以及我們盆底肌的力量,00:01:00.490,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0204,三維呼吸 臟腑練習,00:03:48.290,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0205,帶動我們整個內部的盆底肌群和,00:13:38.060,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0205,幫助我們去按摩我們的這些脹氣,00:13:41.260,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0206,大家可以配合我們的按摩手法,00:06:47.570,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0207,通過我們的擠壓可以很好的按摩,00:01:31.350,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0207,讓我們的盆底肌群,00:01:49.110,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0208,这节课我们要学习的动作是三维呼吸,00:00:04.590,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L0208,冥想压正念训练的,00:04:04.190,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0208,盆底肌就会受到腹部的压力,00:15:33.490,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0209,我們同樣配合我們的呼吸,00:03:32.900,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0209,盆底肌的力量變強,00:05:45.980,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0210,安全的幫我們按摩,00:02:43.750,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0211,盆底肌和骨盆的区域,00:05:00.340,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0212,以及我们的肋脏进行按摩,00:06:11.600,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0212,接下來我們練習三位呼吸平躺,00:09:16.300,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0212,盆底肌的力量收緊上提,00:33:44.440,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0213,我們的核心以及我們盆底肌的力量,00:01:00.490,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0213,三維呼吸 臟腑練習,00:03:48.290,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0214,帶動我們整個內部的盆底肌群和,00:13:38.060,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0214,幫助我們去按摩我們的這些脹氣,00:13:41.260,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0215,大家可以配合我們的按摩手法,00:06:47.570,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0216,通過我們的擠壓可以很好的按摩,00:01:31.350,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0216,讓我們的盆底肌群,00:01:49.110,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0217,這節課呢我們要學習的動作是三維呼吸,00:00:04.590,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L0217,被廣泛的用在我們的冥想壓,00:04:02.750,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0217,盆底肌就會受到腹部的壓力,00:15:33.420,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0218,我們同樣配合我們的呼吸,00:03:32.940,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0218,盆底肌的力量變強,00:05:46.020,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0219,安全的幫我們按摩,00:02:43.750,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0220,将力量集中在我们的盆底肌,00:04:58.980,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0221,以及我们的肋脏进行按摩,00:06:11.600,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0221,接下來我們練習三位呼吸平躺,00:09:16.300,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0221,盆底肌的力量收緊上提,00:33:44.440,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0222,对 伴随着我们的呼吸,00:01:53.340,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0222,我们的盆底肌就不能得到充分的欢喜,00:03:25.980,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0223,在这个练习的时候我们需要配合我们的呼吸,00:00:51.150,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0223,这个时候我们的盆底肌得到最大线度的扩张,00:01:42.230,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0224,放在我们的整个盆底肌的位置,00:04:42.850,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0224,把呼吸带到我们整个的盆底肌的位置,00:06:17.650,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0225,让我们的盆底肌属于中立位,00:03:33.010,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0225,不能够控制呼吸呢,00:04:22.970,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0226,当我们把呼吸带到我们的阴道里面,00:00:26.290,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0227,呼吸其實是我們每天日常生活當中都避不可少的,00:00:03.620,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0227,盆底肌向上提的感覺,00:07:38.500,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0229,首先它是可以讓我們整個盆底肌,00:00:47.800,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0230,那么如果我们的盆底肌的弹性不好,00:01:40.490,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L0232,所以我们的连花冥想的,00:00:27.660,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0233,因为它叫三维呼吸,00:01:02.250,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0233,还是可以帮我们收紧我们整个盆底肌,00:01:40.170,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0234,来 配合我们的呼吸,00:01:29.490,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0234,去感受我们盆底肌和心,00:05:55.890,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0235,用我們的呼吸帶動我們的身體,00:01:08.090,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0236,接下来我们跟随着音乐和呼吸的声音,00:00:00.430,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0239,用呼吸來帶動我們整個身體,00:00:11.840,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0240,来配合我们的呼吸,00:01:48.950,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0240,我們的整個盆底肌,00:09:27.990,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L0240,接下来我们练习 第六个动作 莲花冥想,00:32:08.520,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0241,对 伴随着我们的呼吸,00:01:50.820,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0241,我们的盆底肌就不能得到充分的欢喜,00:03:23.460,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0242,在这个练习的时候我们需要配合我们的呼吸,00:00:50.320,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0242,我们的盆底肌就没办法发力了,00:05:11.190,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0243,放在我们的整个盆底肌的位置,00:04:42.780,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0243,把呼吸带到我们整个的盆底肌的位置,00:06:17.660,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0244,呼吸其實是我們每天日常生活當中都避不可少的,00:00:03.620,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0245,当我们把呼吸带到我们的阴道里面,00:00:26.290,从课程原文上下文提取，需人工补充准确定义,needs_human_review
