priority_rank,priority_score,session_id,review_item_id,related_event_id,related_comment_id,start_ms,timecode,risk_type,review_reason,evidence_refs,current_ai_status,suggested_review_action,completion_status
71,86,latest_live_06,MR-AUDIO-latest_live_06-A000109,latest_live_06-A000109,,615330,00:10:15,audio_source_or_asr_quality,ASR segment classified as unknown_audio / unstable_word_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_06/asr_raw/latest_live_06_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
72,86,latest_live_06,MR-AUDIO-latest_live_06-A000167,latest_live_06-A000167,,928040,00:15:28,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_06/asr_raw/latest_live_06_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
73,86,latest_live_06,MR-AUDIO-latest_live_06-A000170,latest_live_06-A000170,,935120,00:15:35,audio_source_or_asr_quality,ASR segment classified as unknown_audio / unstable_word_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_06/asr_raw/latest_live_06_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
74,86,latest_live_06,MR-AUDIO-latest_live_06-A000279,latest_live_06-A000279,,1415840,00:23:35,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_06/asr_raw/latest_live_06_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
75,86,latest_live_06,MR-AUDIO-latest_live_06-A000281,latest_live_06-A000281,,1422800,00:23:42,audio_source_or_asr_quality,ASR segment classified as unknown_audio / unstable_word_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_06/asr_raw/latest_live_06_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
76,86,latest_live_06,MR-AUDIO-latest_live_06-A000282,latest_live_06-A000282,,1423400,00:23:43,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_06/asr_raw/latest_live_06_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
77,86,latest_live_06,MR-AUDIO-latest_live_06-A000283,latest_live_06-A000283,,1423840,00:23:43,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_06/asr_raw/latest_live_06_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
78,86,latest_live_06,MR-AUDIO-latest_live_06-A000321,latest_live_06-A000321,,1654250,00:27:34,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_06/asr_raw/latest_live_06_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
79,86,latest_live_06,MR-AUDIO-latest_live_06-A000371,latest_live_06-A000371,,1889550,00:31:29,audio_source_or_asr_quality,ASR segment classified as unknown_audio / unstable_word_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_06/asr_raw/latest_live_06_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
80,86,latest_live_06,MR-AUDIO-latest_live_06-A000400,latest_live_06-A000400,,2142020,00:35:42,audio_source_or_asr_quality,ASR segment classified as unknown_audio / unstable_word_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_06/asr_raw/latest_live_06_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
81,86,latest_live_06,MR-AUDIO-latest_live_06-A000411,latest_live_06-A000411,,2192470,00:36:32,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_06/asr_raw/latest_live_06_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
82,86,latest_live_06,MR-AUDIO-latest_live_06-A000445,latest_live_06-A000445,,2330960,00:38:50,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_06/asr_raw/latest_live_06_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
83,86,latest_live_06,MR-AUDIO-latest_live_06-A000538,latest_live_06-A000538,,2795100,00:46:35,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_06/asr_raw/latest_live_06_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
84,86,latest_live_06,MR-AUDIO-latest_live_06-A000564,latest_live_06-A000564,,2919100,00:48:39,audio_source_or_asr_quality,ASR segment classified as unknown_audio / unstable_word_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_06/asr_raw/latest_live_06_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
85,86,latest_live_07,MR-AUDIO-latest_live_07-A000001,latest_live_07-A000001,,360,00:00:00,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_07/asr_raw/latest_live_07_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
86,86,latest_live_07,MR-AUDIO-latest_live_07-A000007,latest_live_07-A000007,,40670,00:00:40,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_07/asr_raw/latest_live_07_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
87,86,latest_live_07,MR-AUDIO-latest_live_07-A000108,latest_live_07-A000108,,675010,00:11:15,audio_source_or_asr_quality,ASR segment classified as unknown_audio / unstable_word_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_07/asr_raw/latest_live_07_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
88,86,latest_live_07,MR-AUDIO-latest_live_07-A000235,latest_live_07-A000235,,1398560,00:23:18,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_07/asr_raw/latest_live_07_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
89,86,latest_live_07,MR-AUDIO-latest_live_07-A000347,latest_live_07-A000347,,2129270,00:35:29,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_07/asr_raw/latest_live_07_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
90,86,latest_live_07,MR-AUDIO-latest_live_07-A000351,latest_live_07-A000351,,2138470,00:35:38,audio_source_or_asr_quality,ASR segment classified as unknown_audio / unstable_word_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_07/asr_raw/latest_live_07_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
91,86,latest_live_07,MR-AUDIO-latest_live_07-A000404,latest_live_07-A000404,,2396750,00:39:56,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_07/asr_raw/latest_live_07_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
92,86,latest_live_07,MR-AUDIO-latest_live_07-A000456,latest_live_07-A000456,,2652050,00:44:12,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_07/asr_raw/latest_live_07_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
93,86,latest_live_07,MR-AUDIO-latest_live_07-A000505,latest_live_07-A000505,,2890720,00:48:10,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_07/asr_raw/latest_live_07_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
94,86,latest_live_07,MR-AUDIO-latest_live_07-A000514,latest_live_07-A000514,,3003380,00:50:03,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_07/asr_raw/latest_live_07_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
95,86,latest_live_07,MR-AUDIO-latest_live_07-A000517,latest_live_07-A000517,,3053860,00:50:53,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_07/asr_raw/latest_live_07_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
96,86,latest_live_07,MR-AUDIO-latest_live_07-A000518,latest_live_07-A000518,,3061060,00:51:01,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_07/asr_raw/latest_live_07_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
97,86,latest_live_07,MR-AUDIO-latest_live_07-A000519,latest_live_07-A000519,,3074700,00:51:14,audio_source_or_asr_quality,ASR segment classified as unknown_audio / unstable_word_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_07/asr_raw/latest_live_07_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
98,86,latest_live_07,MR-AUDIO-latest_live_07-A000810,latest_live_07-A000810,,4535080,01:15:35,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_07/asr_raw/latest_live_07_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
99,86,latest_live_08,MR-AUDIO-latest_live_08-A000001,latest_live_08-A000001,,760,00:00:00,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_08/asr_raw/latest_live_08_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
